name,ra,dec
Great General of Heaven,"[30.97476, 25.915125, 25.915125, 24.498075, 24.498075, 22.525425, 22.525425, 24.837525, 24.837525, 24.199485, 24.199485, 25.145055, 25.145055, 29.038905, 29.038905, 32.38587, 32.38587, 34.328595, 34.328595, 34.262865, 34.262865, 30.97476]","[42.329725, 50.688732, 50.688732, 48.628213, 48.628213, 47.007274, 47.007274, 44.386165, 44.386165, 41.405459, 41.405459, 40.577049, 40.577049, 37.25183, 37.25183, 34.987297, 34.987297, 33.847194, 33.847194, 34.224231, 34.224231, 42.329725]"
Celestial Drumstick,"[302.826195, 301.09647, 301.09647, 298.68666, 298.68666, 298.118205]","[-0.821461, -0.709309, -0.709309, 0.273627, 0.273627, 1.005661]"
Celestial Spokes,"[234.25605, 234.66405]","[-28.135079, -29.777754]"
Materials for Making Tents,"[343.98708, 343.98708]","[-32.539628, -32.539628]"
Celestial High Terrace,"[75.77394, 72.843585, 72.843585, 77.21013, 77.21013, 79.81917, 79.81917, 75.77394]","[21.589962, 18.839861, 18.839861, 19.85986, 19.85986, 22.096494, 22.096494, 21.589962]"
Celestial Hook,"[310.79583, 303.54427499999997, 303.54427499999997, 307.395225, 307.395225, 311.322165, 311.322165, 319.64445, 319.64445, 330.947025, 330.947025, 336.77212499999996, 336.77212499999996, 342.4203, 342.4203, 349.656]","[66.657447, 64.765259, 64.765259, 62.994105, 62.994105, 61.838782, 61.838782, 62.585573, 62.585573, 64.627971, 64.627971, 65.13227, 65.13227, 66.200408, 66.200408, 68.111445]"
Celestial Dog,"[129.410985, 131.099805, 131.099805, 133.200075, 133.200075, 130.025595, 130.025595, 130.898085, 130.898085, 132.63306, 132.63306, 133.88151]","[-42.989081, -42.649276, -42.649276, -38.724086, -38.724086, -35.308352, -35.308352, -33.186385, -33.186385, -27.709844, -27.709844, -27.681871]"
Celestial Pass,"[84.41119499999999, 84.41119499999999]","[21.142549, 21.142549]"
Great Emperor of Heaven,"[333.29251500000004, 333.29251500000004]","[86.107955, 86.107955]"
Celestial Pier,"[80.003835, 81.91203, 80.003835, 81.163095, 80.003835, 78.35716500000001, 80.003835, 78.851655]","[33.958054, 34.475892, 33.958054, 37.385346, 33.958054, 38.484498, 33.958054, 32.6876]"
Celestial Pigsty,"[13.573305, 14.006205, 14.006205, 11.369535, 11.369535, 11.047500000000001]","[-8.740662, -11.266526, -11.266526, -12.88081, -12.88081, -10.60955]"
Celestial Cock,"[295.62972, 296.590605]","[-16.123996, -19.761113]"
Judge for Estimating the Age of Animals,"[136.99902, 136.99902]","[-43.432589, -43.432589]"
Celestial Discipline,"[245.52430499999997, 250.32169500000003, 250.32169500000003, 255.07240499999997, 255.07240499999997, 255.401505, 255.401505, 255.87588000000002, 255.87588000000002, 259.331535, 259.331535, 264.15309, 264.15309, 269.06325000000004]","[30.891996, 31.602726, 31.602726, 30.926405, 30.926405, 33.56827, 33.56827, 35.414049, 35.414049, 33.1001, 33.1001, 30.785179, 30.785179, 37.250539]"
Celestial River,"[258.55936499999996, 258.83754, 258.83754, 260.502405, 260.502405, 261.59256]","[-26.984418, -26.602829, -26.602829, -24.999545, -24.999545, -24.175309]"
Celestial Street,"[66.35421, 64.31526]","[22.199998, 20.578591]"
Celestial Tally,"[66.651555, 68.46214499999999, 66.651555, 64.990425, 64.990425, 67.209015, 67.209015, 69.539415, 69.539415, 70.01424, 70.01424, 68.913585, 68.913585, 65.965935]","[14.713782, 14.844424, 14.713782, 14.035201, 14.035201, 13.047602, 13.047602, 12.510838, 12.510838, 12.197609, 12.197609, 10.16079, 10.16079, 9.460968]"
Celestial Ford,"[318.234105, 319.47948, 319.47948, 318.69775500000003, 318.69775500000003, 314.293395, 314.293395, 310.35798, 310.35798, 303.3252, 303.3252, 296.24361, 296.24361, 305.557095, 305.557095, 311.55267000000003, 311.55267000000003, 318.234105]","[30.226916, 34.896898, 34.896898, 38.045317, 38.045317, 41.167136, 41.167136, 45.280338, 45.280338, 46.815675, 46.815675, 45.13081, 45.13081, 40.256679, 40.256679, 33.970256, 33.970256, 30.226916]"
Celestial Stable,"[4.272945, 5.280255, 5.280255, 4.581945]","[38.681636, 37.968603, 37.968603, 36.785224]"
Celestial Wolf,"[101.287215, 101.287215]","[-16.716116, -16.716116]"
Celestial Prison,"[163.49471999999997, 172.26721500000002, 164.8668, 172.62976500000002, 165.210135, 170.70663000000002]","[43.189956, 39.336974, 40.430257, 43.173242, 39.212092, 43.482703]"
Celestial Ramparts,"[324.43795500000004, 326.251065, 326.251065, 326.56779, 326.56779, 326.63374500000003, 326.63374500000003, 326.67538499999995, 326.67538499999995, 321.04788, 321.04788, 318.93684, 318.93684, 315.284715, 315.284715, 314.978445, 314.978445, 317.39853, 317.39853, 319.07406, 319.07406, 320.734395, 320.734395, 321.304275]","[-7.854201, -9.082428, -9.082428, -9.275935, -9.275935, -11.365954, -11.365954, -11.697845, -11.697845, -12.878108, -12.878108, -15.1715, -15.1715, -13.529992, -13.529992, -13.051632, -13.051632, -11.371693, -11.371693, -9.214656, -9.214656, -9.31933, -9.31933, -9.748552]"
Judge for Nobility,"[169.07918999999998, 171.4881, 171.4881, 178.99338, 178.99338, 179.22189, 179.22189, 169.07918999999998]","[59.943201, 55.850459, 55.850459, 56.59856, 56.59856, 61.549213, 61.549213, 59.943201]"
Celestial Foodstuff,"[52.718235, 52.601955000000004, 52.601955000000004, 51.7923, 51.7923, 51.20331]","[12.936678, 11.336442, 11.336442, 9.73268, 9.73268, 9.02887]"
Celestial Gate,"[198.01476, 201.86319]","[-16.198601, -15.973578]"
Celestial Money,"[331.09932000000003, 326.93397, 326.93397, 326.236695, 326.236695, 332.09583, 332.09583, 332.536395, 332.536395, 331.09932000000003]","[-29.91653, -30.898304, -30.898304, -33.025781, -33.025781, -32.988468, -32.988468, -32.548407, -32.548407, -29.91653]"
Celestial Spear,"[213.36577499999999, 214.041585, 214.041585, 216.299505]","[51.787868, 51.367231, 51.367231, 51.850744]"
Circular Celestial Granary,"[45.56988, 50.27835, 50.27835, 44.92875, 44.92875, 41.235585, 41.235585, 33.249975, 33.249975, 37.039755, 37.039755, 38.968635, 38.968635, 40.82517, 40.82517, 39.87066, 39.87066, 38.03925, 38.03925, 35.55165, 35.55165, 32.899305000000005, 32.899305000000005, 33.19809]","[4.089734, 3.67562, 3.67562, 8.907365, 8.907365, 10.114146, 10.114146, 8.846717, 8.846717, 8.460054, 8.460054, 5.593246, 5.593246, 3.235818, 3.235818, 0.328511, 0.328511, -1.034896, -1.034896, -0.884852, -0.884852, -1.825429, -1.825429, -2.393637]"
Celestial Milk,"[237.40503, 237.40503]","[-3.430208, -3.430208]"
Celestial Earth God's Temple,"[122.38314, 130.15654500000002, 130.15654500000002, 131.175885, 131.175885, 140.52843000000001, 140.52843000000001, 142.805565]","[-47.336588, -46.648744, -46.648744, -54.708821, -54.708821, -55.010668, -55.010668, -57.034377]"
Celestial Farmland (In Horn Mansion),"[210.411645, 203.53305]","[1.544532, 3.658967]"
Celestial Farmland (In Ox Mansion),"[318.322185, 312.95538, 318.322185, 316.78195500000004, 316.78195500000004, 311.5239, 312.95538, 311.5239]","[-27.619333, -26.919133, -27.619333, -25.005853, -25.005853, -25.270898, -26.919133, -25.270898]"
Celestial Premier,"[152.531415, 154.40751]","[-8.40817, -8.068914]"
Celestial Great One,"[207.858075, 207.858075]","[64.723272, 64.723272]"
Celestial Yin Force,"[50.68851, 48.7254, 48.7254, 47.90733, 48.7254, 52.11069]","[20.742069, 21.044441, 21.044441, 19.726677, 21.044441, 22.804006]"
Ricks of Grain,"[31.122660000000003, 38.461275, 38.461275, 42.272535000000005]","[-29.296819, -28.232343, -28.232343, -32.405898]"
Celestial Spring,"[290.80464, 290.65954500000004, 290.65954500000004, 290.971545]","[-44.799778, -44.458965, -44.458965, -40.61594]"
Celestial Orchard,"[22.812765, 28.98846, 28.98846, 34.12731, 34.12731, 36.746325, 36.746325, 39.94989, 39.94989, 44.565345, 44.565345, 55.708619999999996, 55.708619999999996, 57.149445, 57.149445, 57.363555000000005, 57.363555000000005, 64.473555, 64.473555, 66.009195, 66.009195, 68.88768, 68.88768, 68.37734999999999]","[-49.072702, -51.608896, -51.608896, -51.512165, -51.512165, -47.70384, -47.70384, -42.89167, -42.89167, -40.304672, -40.304672, -37.313518, -37.313518, -37.620155, -37.620155, -36.20025, -36.20025, -33.798348, -33.798348, -34.016846, -34.016846, -30.562341, -30.562341, -29.766492]"
Celestial Meadows,"[59.507355, 56.535555, 56.535555, 55.81209, 55.81209, 53.23272, 53.23272, 48.958439999999996, 48.958439999999996, 44.10687, 44.10687, 41.030625, 41.030625, 41.275725, 41.275725, 42.759675, 42.759675, 45.597945, 45.597945, 49.87917, 49.87917, 53.446979999999996, 53.446979999999996, 56.712059999999994, 56.712059999999994, 56.915205, 56.915205, 58.427925, 58.427925, 59.981175]","[-13.508515, -12.101589, -12.101589, -9.763395, -9.763395, -9.458262, -9.458262, -8.81973, -8.81973, -8.898144, -8.898144, -13.858696, -13.858696, -18.572563, -18.572563, -21.004019, -21.004019, -23.624472, -23.624472, -21.757864, -21.757864, -21.632883, -21.632883, -23.249723, -23.249723, -23.874677, -23.874677, -24.61223, -24.61223, -24.016215]"
Celestial Keyhole,"[268.72518, 266.94, 266.94, 265.857495, 265.857495, 264.68688, 264.68688, 263.82707999999997, 263.82707999999997, 262.85397, 262.85397, 262.934895, 262.934895, 266.89011000000005]","[-24.887095, -22.477791, -22.477791, -21.683194, -21.683194, -21.912658, -21.912658, -22.043822, -22.043822, -23.962643, -23.962643, -26.269709, -26.269709, -27.830788]"
Celestial Pillar,"[310.64632500000005, 316.37174999999996, 316.37174999999996, 299.90283, 299.90283, 287.29074, 287.29074, 270.01416]","[82.531158, 78.126392, 78.126392, 76.481392, 76.481392, 76.560502, 76.560502, 80.000841]"
Celestial Wine Cup,"[110.86881, 110.030745, 110.030745, 105.603255]","[25.050531, 21.98232, 21.98232, 24.215446]"
Butcher's Shops,"[275.924505, 271.50792]","[21.769752, 22.218879]"
Official for Earthworks and Buildings,"[0.6237600000000001, 6.424635]","[8.485463, 7.691122]"
Official for Materials Supply,"[335.37948, 337.28326500000003]","[12.205186, 9.129034]"
Master of Constructions,"[10.89735, 10.89735]","[-17.986605, -17.986605]"
Outer Kitchen,"[126.61336500000002, 130.91823, 130.91823, 132.34053, 132.34053, 131.81244]","[-3.987479, -7.23373, -7.23373, -3.443023, -3.443023, -1.897033]"
Outer Fence,"[30.511755, 28.388955000000003, 28.388955000000003, 25.35789, 25.35789, 22.546305, 22.546305, 18.432855, 18.432855, 15.73587, 15.73587, 12.170595]","[2.763759, 3.187536, 3.187536, 5.487613, 5.487613, 6.14382, 6.14382, 7.575354, 7.575354, 7.890135, 7.890135, 7.585079]"
Wang Liang,"[2.293305, 8.249955, 8.249955, 12.2739, 12.2739, 10.126740000000002, 10.126740000000002, 7.943085]","[59.14978, 62.931783, 62.931783, 57.815187, 57.815187, 56.537331, 56.537331, 54.522289]"
Master of Constructions (In Legs Mansion),[],[]
Administrative Center,"[147.748005, 148.02649499999998, 148.02649499999998, 143.215725, 143.215725, 137.217945, 137.217945, 139.04711999999998]","[59.038735, 54.064332, 54.064332, 51.6773, 51.6773, 51.604648, 51.604648, 54.021857]"
Five Chariots,"[74.24840999999999, 79.17225, 79.17225, 89.88223500000001, 89.88223500000001, 89.930265, 89.930265, 81.57297]","[33.16609, 45.997991, 45.997991, 44.947433, 44.947433, 37.212585, 37.212585, 28.60745]"
Interior Seats of the Five Emperors,"[46.533044999999994, 31.279725, 46.533044999999994, 41.94852, 46.533044999999994, 50.081745, 46.533044999999994, 62.511585]","[79.418535, 77.281341, 79.418535, 81.448475, 79.418535, 77.73474, 79.418535, 80.698681]"
Seats of the Five Emperors,"[177.26494499999998, 177.31161, 177.26494499999998, 176.297595, 177.26494499999998, 178.91888999999998, 177.26494499999998, 177.73059]","[14.57206, 16.242882, 14.57206, 14.263335, 14.57206, 15.646818, 14.57206, 12.279037]"
Five Feudal Kings,"[103.19724, 107.784885, 107.784885, 111.43168499999999, 111.43168499999999, 113.98062, 113.98062, 118.37424]","[33.961254, 30.245163, 30.245163, 27.79808, 27.79808, 26.895741, 26.895741, 26.765783]"
Five Lords,"[196.588515, 194.73102, 194.73102, 191.661495, 191.661495, 184.000785]","[21.153397, 17.409446, 17.409446, 16.577691, 16.577691, 14.899071]"
Western Door,"[241.0922270833333, 239.547375, 239.547375, 238.456395, 238.456395, 236.01834]","[-159.40344166666668, -14.279358, -14.279358, -16.729293, -16.729293, -15.672834]"
Xi Zhong,"[289.2756, 292.42647, 292.42647, 294.11058, 294.11058, 295.45417499999996]","[53.368459, 51.729779, 51.729779, 50.221103, 50.221103, 50.52506]"
Pool of Harmony,"[80.45172, 82.68782999999999, 82.68782999999999, 79.784925]","[41.804572, 39.825916, 39.825916, 40.099051]"
Prime Minister,"[186.00620999999998, 186.00620999999998]","[51.562257, 51.562257]"
Little Dipper,"[184.58718, 179.90694, 179.90694, 158.86749, 158.86749, 161.446305, 161.446305, 143.472855, 143.472855, 141.0402, 141.0402, 131.480085, 131.480085, 125.161725, 125.161725, 114.01746]","[-79.31224, -78.221839, -78.221839, -78.607786, -78.607786, -80.540188, -80.540188, -80.941258, -80.941258, -80.786876, -80.786876, -79.504373, -79.504373, -77.484477, -77.484477, -77.634109]"
Officer of Honour,"[180.01959, 180.01959]","[19.419373, 19.419373]"
Temple,"[334.277085, 336.02868, 336.02868, 339.439095, 339.439095, 344.321655]","[-5.387164, -4.83702, -4.83702, -4.228056, -4.228056, -4.810095]"
Xuanyuan,"[135.160275, 136.632375, 136.632375, 139.711035, 139.711035, 140.263875, 140.263875, 145.64427, 145.64427, 145.88859, 145.88859, 141.16359, 141.16359, 142.930125, 142.930125, 146.46282000000002, 146.46282000000002, 148.19097, 148.19097, 154.17256500000002, 154.17256500000002, 154.99309499999998, 154.99309499999998, 151.833135, 151.833135, 152.09298, 152.09298, 145.287645, 152.09298, 158.202795, 152.09298, 151.97612999999998]","[41.782911, 38.452215, 38.452215, 36.802597, 36.802597, 34.392562, 34.392562, 32.994881, 32.994881, 29.974473, 29.974473, 26.182324, 26.182324, 22.967971, 22.967971, 23.774255, 23.774255, 26.006951, 26.006951, 23.417311, 23.417311, 19.841489, 19.841489, 16.762664, 16.762664, 11.967207, 11.967207, 9.892308, 11.967207, 9.306586, 11.967207, 9.997508]"
Sombre Lance,"[214.09610999999998, 214.09610999999998]","[46.088305, 46.088305]"
Battle Axe (Vassal of Well),"[93.719415, 93.719415]","[22.506799, 22.506799]"
Gate of Yang,"[220.48998, 220.91436000000002]","[-37.793498, -35.173655]"
Wild Cockerel,"[99.17098499999999, 99.17098499999999]","[-19.255879, -19.255879]"
Usher to the Court,"[185.08741500000002, 185.08741500000002]","[3.312574, 3.312574]"
Exotic Bird,"[260.49796499999997, 260.524485, 260.524485, 250.77189, 250.77189, 248.36413499999998, 248.36413499999998, 216.732015, 250.77189, 245.086785, 245.086785, 214.558155, 250.77189, 221.965515, 221.965515, 215.59662]","[-67.770668, -70.123208, -70.123208, -77.517435, -77.517435, -78.897148, -78.897148, -83.667884, -77.517435, -78.695745, -78.695745, -81.00776, -77.517435, -79.044751, -79.044751, -80.108945]"
Hidden Virtue,"[158.55613499999998, 158.77317]","[73.834484, 75.712948]"
Official in Charge of Pasturing,"[21.563595, 22.870875, 22.870875, 24.274649999999998, 24.274649999999998, 26.34846, 26.34846, 24.814335]","[19.172346, 15.345823, 15.345823, 12.141535, 12.141535, 9.157736, 9.157736, 14.285557]"
Right Flag,"[293.522295, 294.79851, 294.79851, 291.37458, 291.37458, 291.62953500000003, 291.62953500000003, 294.18032999999997, 294.18032999999997, 293.961405, 293.961405, 294.44714999999997, 294.44714999999997, 294.222705, 294.222705, 298.534485]","[7.378941, 5.397773, 5.397773, 3.114775, 3.114775, 0.33857, 0.33857, -1.286601, -1.286601, -2.455736, -2.455736, -4.64764, -4.64764, -7.027477, -7.027477, -8.574211]"
Right Conductor,"[208.671165, 206.81565, 206.81565, 207.369345]","[18.397717, 17.456906, 17.456906, 15.797905]"
Fish,"[268.47822, 268.47822]","[-34.752721, -34.752721]"
Palace Guard,"[330.609375, 332.2458, 332.2458, 333.57513, 335.39820000000003, 335.878515, 335.878515, 333.57813, 336.19371, 340.16391, 340.16391, 342.83725499999997, 341.38503, 338.67345, 338.67345, 341.888025, 340.89681, 338.95335, 338.95335, 336.642795, 337.572285, 336.112755, 336.112755, 334.75308, 337.92216, 339.81678, 339.81678, 340.75506, 342.125865, 343.36960500000004, 343.36960500000004, 342.39792, 341.928195, 343.662555, 343.662555, 343.68948, 347.361645, 347.478735, 347.478735, 346.670175, 353.31927, 352.925175, 352.925175, 351.51162, 350.74263, 350.663205, 350.663205, 349.77733708333335, 349.740315, 349.47589500000004, 349.47589500000004, 348.972885, 346.798755, 346.468875, 346.468875, 346.29078, 349.21225499999997, 354.94611000000003, 354.94611000000003, 355.680585]","[-16.964836, -18.519592, -18.519592, -21.074566, -21.59823, -24.762661, -24.762661, -27.766908, -26.859919, -27.043617, -27.043617, -29.536309, -25.236927, -20.708216, -20.708216, -19.613375, -18.830375, -17.460424, -17.460424, -16.742138, -14.585734, -13.529369, -13.529369, -13.304995, -10.905561, -10.027799, -10.027799, -10.102686, -10.555478, -11.616514, -11.616514, -13.592632, -14.056428, -15.82082, -15.82082, -16.271957, -21.17241, -22.457611, -22.457611, -23.743115, -20.914504, -21.369457, -21.369457, -20.642014, -20.10058, -15.039338, -15.039338, -188.17124583333333, -9.61075, -9.182513, -9.182513, -9.087737, -7.694583, -7.936712, -7.936712, -7.693801, -7.726504, -14.222178, -14.222178, -14.544905]"
Jade Well,"[77.2866, 75.359775, 75.359775, 76.962435, 76.962435, 79.40163]","[-8.754081, -7.173965, -7.173965, -5.086446, -5.086446, -6.844409]"
Maids-in-waiting,"[288.888435, 281.592735, 281.592735, 263.17212, 288.888435, 275.26104000000004]","[73.355468, 75.433964, 75.433964, 74.227355, 73.355468, 72.732843]"
Lunar Star,"[61.173795, 61.173795]","[22.081926, 22.081926]"
Whisper (Vassal of Net),"[69.81874499999999, 69.81874499999999]","[15.917977, 15.917977]"
Cloud and Rain,"[351.73314, 352.376325, 352.376325, 357.364485, 357.364485, 355.511685]","[1.255608, -1.0359, -1.0359, 1.076131, 1.076131, 1.780041]"
Zaofu,"[337.292745, 332.71362, 332.71362, 332.87742000000003, 332.87742000000003, 325.876905, 325.876905, 326.36220000000003]","[58.415198, 58.201261, 58.201261, 59.414488, 59.414488, 58.780046, 58.780046, 61.120806]"
Long Wall,"[158.04906, 161.605335, 161.605335, 162.314295, 162.314295, 158.70006]","[14.13727, 14.194645, 14.194645, 10.545202, 10.545202, 6.953749]"
Grandfather,"[84.912255, 82.80313500000001]","[-34.074108, -35.470519]"
Twinkling Indicator,"[218.01954, 218.01954]","[38.308253, 38.308253]"
Assistant (Vassal of Northern Dipper),"[201.306195, 201.306195]","[54.987958, 54.987958]"
Executions,"[213.191775, 219.84171, 219.84171, 220.806465, 220.806465, 223.58388, 223.58388, 226.017585]","[-27.261186, -25.028616, -25.028616, -24.997753, -24.997753, -24.642202, -24.642202, -25.281965]"
Battle Chariots,"[222.572205, 225.526785, 225.526785, 229.45767]","[-27.960371, -28.060611, -28.060611, -30.148673]"
Right linchpin (Vassal of Chariot),"[182.103375, 182.103375]","[-24.728875, -24.728875]"
Weaving Girl,"[281.08475999999996, 279.2346, 279.2346, 281.193135]","[39.670123, 38.783692, 38.783692, 37.605115]"
Left linchpin (Vassal of Chariot),"[188.01764999999997, 188.01764999999997]","[-16.196007, -16.196007]"
Tripod of the Zhou,"[197.96856, 195.06864000000002, 195.06864000000002, 196.79469]","[27.878183, 30.785021, 30.785021, 27.624741]"
Feudal Kings,"[88.33185, 84.93415499999999, 84.93415499999999, 82.31874, 82.31874, 77.027595, 77.027595, 74.45269499999999, 74.45269499999999, 70.56126]","[27.612262, 25.897091, 25.897091, 25.150215, 25.150215, 24.265175, 24.265175, 23.948562, 23.948562, 22.956926]"
Pillars (In Net Mansion),"[75.492225, 75.61951499999999, 75.61951499999999, 76.6287, 76.6287, 75.492225, 87.760125, 87.87249, 87.87249, 87.293505, 87.293505, 87.760125, 83.181975, 84.65869500000001]","[43.823308, 41.075837, 41.075837, 41.234474, 41.234474, 43.823308, 37.305573, 39.14848, 39.14848, 39.181071, 39.181071, 37.305573, 32.192022, 30.492412]"
Pillars (In Horn Mansion),"[215.75933999999998, 215.139345, 210.43122, 209.669805, 214.85094, 216.534285, 208.302255, 207.956685, 207.956685, 206.422065, 200.14944, 200.14944]","[-39.511819, -37.885295, -45.603421, -44.803584, -46.058093, -45.221424, -31.927612, -32.994089, -32.994089, -33.043721, -36.712295, -36.712295]"
Official of Royal Archives,"[275.189325, 275.189325]","[71.337814, 71.337814]"
Son,"[88.278675, 87.739935]","[-33.801361, -35.768309]"
Patriarchal Clan,"[281.415525, 281.75529]","[20.546308, 18.181519]"
Official of Religious Ceremonies,"[270.06582, 270.16130999999996, 270.16130999999996, 270.43833, 270.43833, 271.363695]","[4.368615, 2.931568, 2.931568, 1.305076, 1.305076, 2.500099]"
Official for the Royal Clan,"[265.868145, 266.973165]","[4.567303, 2.707276]"
Official in Charge of the Forest,"[39.704145, 40.59141, 40.59141, 41.137395, 41.137395, 42.87327, 42.87327, 42.323159999999994]","[21.961408, 20.011465, 20.011465, 15.311862, 15.311862, 15.082071, 15.082071, 17.464309]"
Left Flag,"[295.024125, 295.26225, 295.26225, 296.846925, 296.846925, 297.24441, 297.24441, 299.689275, 299.689275, 300.013785, 300.013785, 299.43936, 299.43936, 300.87507, 300.87507, 303.569235]","[18.01389, 17.476041, 17.476041, 18.534286, 18.534286, 19.142042, 19.142042, 19.492148, 19.492148, 17.516511, 17.516511, 16.789163, 16.789163, 16.031255, 16.031255, 15.197609]"
Left Conductor,"[221.31025499999998, 220.18152, 220.18152, 220.2873]","[16.96428, 16.418324, 16.418324, 13.7283]"
Seat Flags,"[101.914905, 104.404635, 104.404635, 100.770765, 100.770765, 101.684745, 101.684745, 99.832605, 99.832605, 102.691455, 102.691455, 99.704925, 99.704925, 99.664755, 99.664755, 103.255875]","[48.789476, 45.094094, 45.094094, 44.52445, 44.52445, 43.577427, 43.577427, 42.488877, 42.488877, 41.78123, 41.78123, 39.902559, 39.902559, 39.390854, 39.390854, 38.869157]"
